,403_IC,403_IL,405_IC,405_IL,407_IC,407_IL,408_IC,408_IL,411_IC,411_IL,412_IC,412_IL,414_IC,414_IL,420_IC,420_IL,425_IC,425_IL,427_IC,427_IL,428_IC,428_IL,431_IC,431_IL,432_IC,432_IL,433_IC,433_IL,437_IC,437_IL,438_IC,438_IL,439_IC,439_IL,444_IC,444_IL,449_IC,449_IL,450_IC,450_IL,451_IC,451_IL,452_IC,452_IL,456_IC,456_IL,459_IC,459_IL,461_IC,461_IL,463_IC,463_IL,464_IC,464_IL,465_IC,465_IL,466_IC,466_IL,471_IC,471_IL,472_IC,472_IL,475_IC,475_IL,476_IC,476_IL,478_IC,478_IL,481_IC,481_IL,482_IC,482_IL,484_IC,484_IL,485_IC,485_IL,489_IC,489_IL,495_IC,495_IL,500_IC,500_IL,505_IC,505_IL,509_IC,509_IL,510_IC,510_IL,515_IC,515_IL,517_IC,517_IL,518_IC,518_IL,519_IC,519_IL,521_IC,521_IL,522_IC,522_IL,524_IC,524_IL,528_IC,528_IL,532_IC,532_IL,534_IC,534_IL,535_IC,535_IL,536_IC,536_IL,538_IC,538_IL,541_IC,541_IL,542_IC,542_IL,547_IC,547_IL,548_IC,548_IL,549_IC,549_IL,553_IC,553_IL,555_IC,555_IL,562_IC,562_IL,564_IC,564_IL,568_IC,568_IL,571_IC,571_IL,572_IC,572_IL,573_IC,573_IL,577_IC,577_IL,578_IC,578_IL,579_IC,579_IL,580_IC,580_IL,584_IC,584_IL,590_IC,590_IL,592_IC,592_IL
444_IC,0.279820648,0.378797398,0.290091177,0.238274057,0.360184026,0.364430719,0.283418728,0.367170777,0.283023266,0.313623076,0.340808295,0.270045148,0.324602358,0.408052713,0.289598862,0.517610039,0.380724745,0.33889852,0.45005345,0.474933636,0.315441904,0.273588063,0.360263644,0.336329945,0.276094062,0.397767216,0.349454239,0.46844059,0.235142448,0.360766579,0.338032329,0.283118543,0.261157199,0.367442194,0,0.286582451,0.324309771,0.334447819,0.303355579,0.43796994,0.409712966,0.432543018,0.435215277,0.298081827,0.365222275,0.312018744,0.408188386,0.456244698,0.371841827,0.511420619,0.418607185,0.360265593,0.356093852,0.341095899,0.367271158,0.213062187,0.244943704,0.43988508,0.337625369,0.3420874,0.318021257,0.343604587,0.524679388,0.490245425,0.319935611,0.402966352,0.353850141,0.345151772,0.238339732,0.349855898,0.28458945,0.378538445,0.342219609,0.298237109,0.382890484,0.475188476,0.296101208,0.26911175,0.334489212,0.388707422,0.536831981,0.532725597,0.322403716,0.377152767,0.352890954,0.250220207,0.273066389,0.364687074,0.419233656,0.486806699,0.266915603,0.215636846,0.317954027,0.431904,0.362638126,0.422388026,0.309880253,0.391640248,0.45235911,0.320688456,0.405643652,0.35143234,0.259255234,0.433917143,0.378978867,0.446285109,0.285743143,0.445458273,0.337304641,0.356058688,0.413520637,0.390827015,0.330223383,0.31565036,0.556312456,0.410342768,0.253787442,0.419110975,0.369431119,0.311363727,0.270010306,0.350051718,0.366152774,0.483531009,0.310163498,0.305863056,0.302882781,0.325752738,0.324770106,0.308309663,0.297862548,0.41699749,0.31917287,0.316914342,0.255915971,0.309725428,0.460322054,0.416344328,0.309341785,0.294340349,0.322956772,0.335321816,0.267367459,0.420127713,0.371292489,0.403776656,0.390680018,0.33416653,0.182192846,0.307289546,0.341130349,0.321638999,0.483812459,0.293982364
444_IL,0.237377707,0.329748763,0.410840347,0.260962809,0.409282197,0.329374032,0.31089667,0.312419347,0.262176507,0.369389276,0.398401019,0.362600785,0.327210274,0.326812118,0.30566631,0.403861438,0.371569726,0.287710532,0.335179613,0.357679156,0.401059951,0.267645309,0.348695142,0.190633334,0.236609979,0.260666652,0.336480623,0.441503171,0.324164375,0.315173248,0.358219169,0.332658977,0.253593274,0.345194047,0.286582451,0,0.322351165,0.263065036,0.393082402,0.37433928,0.317218031,0.352227843,0.336689146,0.245587353,0.34451289,0.270223128,0.386724531,0.423513564,0.364193325,0.357622647,0.393716664,0.335767193,0.352048031,0.280372323,0.31636377,0.301961917,0.279628868,0.339980732,0.415219282,0.427310726,0.365323115,0.312228622,0.491359927,0.474821481,0.317043596,0.35381403,0.366164888,0.28552788,0.297505695,0.334581239,0.399532518,0.350694047,0.303310836,0.287171081,0.388684581,0.463334463,0.342154052,0.361196094,0.279178391,0.34234907,0.517585406,0.392477605,0.384688916,0.42226509,0.395361793,0.241581369,0.331758526,0.348826234,0.414863521,0.530119256,0.348066102,0.320749402,0.322055189,0.39118509,0.290759914,0.322536907,0.370160959,0.309677181,0.32863503,0.328932518,0.46054677,0.38982207,0.362501486,0.312311105,0.29653748,0.353585498,0.390184237,0.306557411,0.306746052,0.282733817,0.385442881,0.303678696,0.303009418,0.333877425,0.567869791,0.37063218,0.34558676,0.327718401,0.339108086,0.403761637,0.347953018,0.340369467,0.373271433,0.359147869,0.326373023,0.252817894,0.306268383,0.315824785,0.298625559,0.231914954,0.282872247,0.302073556,0.377540492,0.262859964,0.265334567,0.281846751,0.341945342,0.288763135,0.319535871,0.334889529,0.318637078,0.307260658,0.340678416,0.379065877,0.3885183,0.312479907,0.262615181,0.307827139,0.326511174,0.39324701,0.264051957,0.299954714,0.382280846,0.230064285
449_IC,0.302657027,0.390630638,0.370080849,0.20933575,0.339263458,0.208683331,0.277304256,0.315950265,0.312873588,0.281329731,0.329488629,0.265838656,0.284180371,0.49806031,0.310759868,0.562269683,0.306043024,0.234487759,0.496681622,0.54084427,0.308582325,0.292563686,0.376339068,0.367048515,0.203572143,0.466922287,0.239510469,0.412967339,0.297529857,0.41581539,0.290414577,0.377066762,0.278966489,0.268468809,0.324309771,0.322351165,0,0.255594905,0.323412582,0.481896887,0.483132443,0.493191332,0.531304791,0.297177619,0.39067164,0.330611083,0.266735237,0.249215197,0.318989928,0.356536909,0.253812267,0.282121527,0.281728876,0.174404782,0.360646719,0.339233106,0.271554194,0.530508208,0.265649878,0.34547848,0.284946234,0.18810765,0.333935457,0.305236364,0.245419992,0.498666594,0.282357846,0.442728977,0.322695912,0.321715312,0.339139219,0.305915849,0.323503006,0.260020297,0.300719041,0.322165571,0.255866253,0.32686058,0.277908792,0.262139893,0.370834912,0.566448929,0.352184936,0.347796248,0.306621453,0.226971746,0.261194759,0.359480775,0.233465362,0.412797347,0.319749353,0.264400446,0.194218882,0.54729463,0.311461982,0.468231196,0.412433185,0.440898123,0.512789405,0.264425194,0.284382968,0.318893832,0.27405911,0.459761682,0.395773606,0.461075166,0.223598952,0.486245154,0.239906435,0.256578061,0.204331206,0.274009495,0.189793518,0.175972965,0.418450553,0.179087984,0.29237838,0.399283388,0.135694405,0.293912065,0.323031091,0.338471466,0.466638421,0.526206046,0.128164101,0.244069046,0.314322234,0.303146462,0.310166138,0.350062557,0.092529721,0.46207886,0.203227246,0.323960494,0.131471168,0.146162893,0.51892434,0.471788223,0.211094514,0.251221058,0.18340436,0.154139839,0.184155435,0.308482546,0.322847022,0.442546352,0.327112665,0.159151297,0.313041426,0.261132832,0.259771819,0.242402951,0.541442088,0.244547709
449_IL,0.280585397,0.344315012,0.38991314,0.201695157,0.374207362,0.258589282,0.320195528,0.326215186,0.308903795,0.307131931,0.363123533,0.290745007,0.303294922,0.431183397,0.313325906,0.454848019,0.332104713,0.196074766,0.40452766,0.445099188,0.35084242,0.259779791,0.309091052,0.277595761,0.248766241,0.383712774,0.323718064,0.387860731,0.288235772,0.354725889,0.282064952,0.330647731,0.272231564,0.262882313,0.334447819,0.263065036,0.255594905,0,0.32191121,0.443717959,0.377258092,0.400228218,0.465590115,0.28656077,0.355574208,0.249934998,0.341680058,0.373688591,0.324426589,0.347333917,0.368047344,0.24178637,0.31792008,0.298435865,0.339586934,0.277154378,0.237925185,0.446920715,0.355585767,0.369101167,0.331243525,0.231676721,0.465923473,0.406720395,0.295645654,0.425312641,0.302184723,0.345563843,0.323106283,0.349830461,0.369972929,0.378778874,0.351595919,0.317415898,0.294402431,0.408460827,0.312815787,0.357649984,0.283001324,0.338902384,0.449207502,0.455783259,0.375521953,0.351828121,0.386335509,0.254751605,0.335862798,0.337924391,0.363247775,0.476124466,0.331550933,0.325732048,0.244493718,0.454941705,0.33451614,0.406478243,0.422323122,0.379725124,0.417208672,0.278623564,0.403850474,0.361233458,0.354719048,0.341196595,0.383285506,0.401732891,0.323801576,0.406999451,0.232817498,0.24566416,0.372098538,0.282721169,0.292778432,0.232172004,0.54249476,0.281376745,0.287542531,0.341894323,0.3295607,0.353688613,0.359220003,0.287591299,0.421310435,0.427070907,0.22145094,0.218969696,0.31675955,0.268455641,0.300275059,0.265389011,0.254663931,0.355173807,0.317463538,0.320914083,0.253126923,0.291937003,0.434785142,0.392198617,0.271095498,0.265873775,0.278712801,0.249240518,0.251475092,0.310096105,0.335409512,0.342748939,0.30510154,0.256781675,0.361728295,0.342299952,0.238782712,0.294484444,0.450958232,0.213198171
450_IC,0.380781857,0.363006217,0.34865326,0.302982137,0.399596716,0.375594511,0.328764244,0.423587817,0.292655643,0.262205042,0.344197537,0.343952777,0.304492169,0.503010673,0.407328382,0.537791204,0.335532536,0.338776179,0.455013184,0.4923409,0.374742185,0.359431232,0.317349945,0.375688277,0.341805007,0.455883743,0.278531087,0.416794129,0.3242976,0.416570591,0.35507497,0.367293997,0.358224092,0.37601199,0.303355579,0.393082402,0.323412582,0.32191121,0,0.460493541,0.482264528,0.486562582,0.532610556,0.386834619,0.419439737,0.356809337,0.419967851,0.443832606,0.387812924,0.488361377,0.406644831,0.298527354,0.374424075,0.373317569,0.371687149,0.288405158,0.326182364,0.515696117,0.321970595,0.37224288,0.37087733,0.319604192,0.455221648,0.442522712,0.394102673,0.476305431,0.384240058,0.446610251,0.349624408,0.424714901,0.315040824,0.436747536,0.385829754,0.399642888,0.37573979,0.417308691,0.413520175,0.357959681,0.31222616,0.433504672,0.472411393,0.505647246,0.312669603,0.454178,0.412966462,0.322559629,0.309844092,0.306239893,0.411354912,0.452694128,0.278388189,0.274785026,0.329196877,0.479812852,0.310467712,0.441446097,0.429710946,0.421327936,0.508011471,0.366089793,0.302120847,0.325797055,0.333551202,0.459488179,0.41046933,0.394243465,0.34340245,0.479492584,0.385669638,0.370063539,0.396299645,0.351841989,0.368924587,0.360805547,0.503745267,0.371825085,0.264038813,0.438816835,0.40741003,0.352382,0.357779748,0.34397996,0.3801583,0.484490338,0.340131821,0.306190151,0.411809631,0.374047544,0.342672192,0.347361636,0.303296297,0.43741776,0.277337072,0.34444804,0.319994307,0.372023001,0.481159127,0.466548838,0.376818081,0.332572111,0.324305064,0.330079621,0.275204284,0.362658871,0.428858665,0.44792605,0.397191298,0.30003607,0.337167313,0.322276973,0.316938759,0.370539359,0.526963093,0.376313257
450_IL,0.364150869,0.298983138,0.488072254,0.389180677,0.490436759,0.463231682,0.386040019,0.392367418,0.360876794,0.506124962,0.527789478,0.48674236,0.434708062,0.226419049,0.37130386,0.255249015,0.479771555,0.391736347,0.247586038,0.227614957,0.518390683,0.3944683,0.376580696,0.326759538,0.414476763,0.204874503,0.452565207,0.445457903,0.469015657,0.285784953,0.472966267,0.40465484,0.365529302,0.368121367,0.43796994,0.37433928,0.481896887,0.443717959,0.460493541,0,0.203328421,0.182721437,0.281960256,0.334278667,0.427863976,0.356446092,0.548283528,0.576560219,0.509369689,0.456954346,0.522600165,0.465288893,0.371639465,0.452576713,0.340681569,0.414540598,0.359402917,0.170222689,0.496260758,0.507874038,0.527430232,0.427327683,0.624640725,0.601662041,0.404715058,0.221242734,0.490157998,0.267712092,0.418543429,0.409013097,0.446814075,0.376166382,0.43913521,0.40325025,0.528675459,0.584748833,0.468315484,0.442131949,0.464813546,0.488684123,0.59872561,0.358779323,0.4536327,0.459820776,0.49061208,0.364640601,0.494320223,0.474420071,0.56234276,0.615903069,0.459176355,0.472946083,0.4259274,0.306545062,0.445895547,0.16328495,0.410376768,0.271592255,0.230089936,0.382677834,0.51912581,0.537923502,0.48632915,0.236885125,0.381538174,0.324266456,0.533819491,0.243628867,0.425281035,0.37849272,0.529211682,0.433447079,0.411308831,0.473479766,0.675997698,0.522372644,0.407695977,0.324495173,0.523679233,0.521806166,0.486112184,0.413605965,0.426810532,0.294725256,0.439637028,0.401942129,0.377524693,0.378612576,0.364534294,0.311924142,0.454742883,0.194236291,0.526480996,0.29562444,0.438551256,0.46672322,0.198726755,0.204225684,0.474450797,0.388843415,0.474661474,0.451789912,0.493085178,0.449551941,0.411737517,0.301653412,0.430059423,0.442224061,0.431525695,0.513866978,0.430933458,0.440783916,0.180891789,0.400047001
451_IC,0.330501183,0.296486852,0.476867283,0.385164986,0.508249612,0.441859803,0.385508325,0.366027507,0.357661081,0.515144896,0.542784289,0.477467797,0.419959063,0.2519539,0.348948877,0.235820793,0.466014751,0.398898453,0.241533294,0.231652156,0.473208507,0.368400851,0.338862793,0.274602845,0.397000881,0.191031206,0.466128053,0.469089168,0.424583646,0.317143003,0.45702448,0.410333521,0.370886264,0.357061121,0.409712966,0.317218031,0.483132443,0.377258092,0.482264528,0.203328421,0,0.084182054,0.297778276,0.326332759,0.379155482,0.338935698,0.546251672,0.547177117,0.495378358,0.464631199,0.519916001,0.466760617,0.396009403,0.45371065,0.339491572,0.396560718,0.31618931,0.19318827,0.482022574,0.490493225,0.495065443,0.407715616,0.60857833,0.605617556,0.376463013,0.198169524,0.489443218,0.27445484,0.416426555,0.393232595,0.439845588,0.419204934,0.404425899,0.420704231,0.50344292,0.589385341,0.424958411,0.433095388,0.456470133,0.503087548,0.599367947,0.376689631,0.459416305,0.462922486,0.462342385,0.386783564,0.474071438,0.464032051,0.565807513,0.631376786,0.460126997,0.45102789,0.449991939,0.260562802,0.440747405,0.245875472,0.404437588,0.278204015,0.176612661,0.374063562,0.547098873,0.541507386,0.505449637,0.203472996,0.389261937,0.343129656,0.518266786,0.235936299,0.412048775,0.382840308,0.521372116,0.415896323,0.411861091,0.447616444,0.66907451,0.517362419,0.407463471,0.276655044,0.512530457,0.52255976,0.47326937,0.391939659,0.437810537,0.32119746,0.445832219,0.384369672,0.342662477,0.420654123,0.368262843,0.296578947,0.472787874,0.124752205,0.506866113,0.310780485,0.437345444,0.468063508,0.226478477,0.149206887,0.464083901,0.407869205,0.455154257,0.481893352,0.467949352,0.468200222,0.421721876,0.229787904,0.398295045,0.450787839,0.419257261,0.515570039,0.418816563,0.464449693,0.188462064,0.350896379
451_IL,0.359280515,0.334000716,0.496254099,0.40744118,0.547935201,0.478520244,0.406324348,0.399310992,0.373592795,0.530238836,0.555503332,0.479352497,0.453565462,0.254332207,0.372359982,0.19378926,0.491448816,0.424195084,0.227555027,0.202416388,0.512906533,0.393819158,0.363429015,0.30074999,0.429562547,0.188138221,0.486305237,0.483407138,0.467038708,0.355190679,0.489725087,0.414889343,0.367426492,0.373990769,0.432543018,0.352227843,0.493191332,0.400228218,0.486562582,0.182721437,0.084182054,0,0.266320072,0.342949519,0.404207521,0.364206583,0.559744703,0.572885113,0.509602874,0.475835939,0.534924293,0.481740959,0.418553691,0.48102599,0.381754097,0.43762171,0.351818146,0.166336432,0.510075265,0.514778857,0.525541002,0.446715291,0.631259566,0.608669314,0.414009876,0.214959075,0.509346969,0.293180568,0.428765963,0.386482483,0.441896408,0.429867698,0.448365477,0.437050533,0.521668458,0.592805892,0.472966098,0.461650931,0.483151199,0.529404957,0.605796598,0.365415431,0.450291039,0.465696026,0.498738338,0.401892267,0.511462159,0.473597362,0.57005486,0.644114424,0.461473713,0.478428862,0.45769688,0.240027787,0.470192834,0.247610487,0.419206772,0.246259888,0.159610586,0.401488674,0.554885414,0.555759511,0.521933079,0.21895693,0.398190977,0.357166836,0.536668519,0.212863661,0.450341369,0.369755857,0.550013035,0.434363383,0.450960464,0.473263007,0.681583245,0.531550611,0.432901682,0.258876181,0.539686198,0.529226124,0.499590167,0.418582499,0.44362357,0.30890328,0.449170256,0.402302588,0.371617127,0.423337769,0.400764692,0.30990089,0.479716584,0.147246837,0.527888999,0.329437117,0.450491194,0.493778019,0.201432003,0.122488113,0.492283459,0.415459115,0.487543664,0.497153014,0.490082273,0.489413033,0.425853336,0.248938121,0.412561525,0.463835985,0.445186788,0.53337841,0.439534252,0.482461194,0.147980913,0.362402144
452_IC,0.388306343,0.428765938,0.518236602,0.450819013,0.472949012,0.532578526,0.448362744,0.450505858,0.402116325,0.574475687,0.514185962,0.527496827,0.385086971,0.246281156,0.396495539,0.352610475,0.545613727,0.483604054,0.266028713,0.259665108,0.490819487,0.397903567,0.425291609,0.361905108,0.470605197,0.295834258,0.527221611,0.561882082,0.52218235,0.367246444,0.525556121,0.462026107,0.394390535,0.479457018,0.435215277,0.336689146,0.531304791,0.465590115,0.532610556,0.281960256,0.297778276,0.266320072,0,0.4090413,0.389284941,0.428389202,0.59524673,0.570272231,0.557997245,0.478940369,0.515470726,0.505932369,0.423872031,0.492999399,0.423102865,0.462885742,0.410977222,0.219107216,0.551843384,0.590525931,0.514261097,0.500475736,0.672555431,0.590180733,0.494882169,0.238312554,0.48412298,0.276541725,0.444788793,0.447566149,0.4672678,0.447570908,0.482300552,0.462711233,0.582828739,0.638041542,0.500386328,0.475302033,0.501690334,0.559496321,0.603473534,0.338102237,0.442320703,0.529127738,0.456904189,0.434260043,0.548167127,0.533435498,0.613188779,0.692661023,0.491555739,0.509092914,0.499211923,0.337829049,0.487734461,0.292493554,0.421390049,0.338739664,0.253471822,0.482144191,0.617590752,0.59054708,0.538350546,0.363688948,0.449571982,0.460983714,0.547305655,0.288532597,0.477213434,0.425736209,0.526220385,0.482532553,0.487177768,0.526840562,0.648077393,0.591076053,0.496943483,0.384661466,0.505773129,0.548304643,0.463535071,0.471976041,0.483146154,0.369482849,0.490671462,0.445114092,0.403126764,0.453669878,0.450425621,0.358037119,0.512930783,0.319499301,0.579295326,0.413163594,0.468604789,0.506787048,0.2553552,0.256518001,0.462311324,0.469657447,0.517582834,0.541117575,0.557937494,0.542581205,0.409491225,0.348236679,0.385050691,0.502872406,0.446123256,0.557424241,0.473672369,0.504479863,0.26362902,0.402879022
452_IL,0.258772594,0.253306297,0.40884797,0.23445685,0.397198846,0.295122435,0.296493284,0.329959397,0.282847255,0.361305075,0.400983043,0.337594201,0.337363529,0.35916488,0.305133427,0.429237294,0.38581202,0.273888536,0.34185252,0.37731898,0.388937912,0.310001767,0.334876254,0.271206651,0.294291212,0.28102862,0.296617048,0.354753708,0.317716405,0.315477998,0.357981533,0.2709885,0.220261207,0.273041849,0.298081827,0.245587353,0.297177619,0.28656077,0.386834619,0.334278667,0.326332759,0.342949519,0.4090413,0,0.336088912,0.291609334,0.39033099,0.405872948,0.331220699,0.422290228,0.385903409,0.341163785,0.365786433,0.337885757,0.313444418,0.320163286,0.241729186,0.357603573,0.401890061,0.385604972,0.353216366,0.237186137,0.496486198,0.483179005,0.2508761,0.372599395,0.356433678,0.328004589,0.254194332,0.247789141,0.369079943,0.281369536,0.310798194,0.235150934,0.368835018,0.462590821,0.349666061,0.3426342,0.291841082,0.320024296,0.516175911,0.433568831,0.3885562,0.340050956,0.38708759,0.203294633,0.355419057,0.373986066,0.423932295,0.497141064,0.383581972,0.308974118,0.277454052,0.396952489,0.35099432,0.273771123,0.313869722,0.274456645,0.334036622,0.265451005,0.380316332,0.381967341,0.362607024,0.302268511,0.303951554,0.296113543,0.376043209,0.347711646,0.260982236,0.313447359,0.39943296,0.317180949,0.308570165,0.309812978,0.574452622,0.337655445,0.276353562,0.328258765,0.355363154,0.385162123,0.368620027,0.324506538,0.381365597,0.386109064,0.304350138,0.219022182,0.288848162,0.254864987,0.26327474,0.257776463,0.30039631,0.301375559,0.360265765,0.163485829,0.264268352,0.293448626,0.333505095,0.308150279,0.330843504,0.255299878,0.327964861,0.262546784,0.305120561,0.368295079,0.365234769,0.327589886,0.346581632,0.300353903,0.351757286,0.376728161,0.272041041,0.293272582,0.406366174,0.268106278
456_IC,0.267695049,0.338862794,0.399758083,0.310393726,0.36643115,0.353835879,0.356336844,0.36631459,0.34302823,0.394217572,0.372006211,0.391823261,0.292340957,0.466995473,0.312706778,0.470807648,0.407105332,0.353422772,0.372827912,0.415189471,0.299633405,0.349572516,0.290420819,0.409019696,0.352795916,0.444609701,0.359004006,0.503172227,0.305436158,0.370160485,0.340655418,0.29688309,0.281941474,0.319943064,0.365222275,0.34451289,0.39067164,0.355574208,0.419439737,0.427863976,0.379155482,0.404207521,0.389284941,0.336088912,0,0.325279872,0.447668675,0.397372035,0.41314498,0.50743346,0.407633422,0.36872322,0.33188533,0.393340508,0.259136623,0.34908704,0.307591982,0.456465875,0.358971813,0.488473296,0.346601648,0.326620172,0.51326882,0.45923531,0.317897522,0.381136019,0.316729396,0.403622395,0.333249015,0.346430548,0.358874956,0.407223915,0.249762153,0.33567954,0.427500333,0.519607366,0.330278336,0.374369638,0.358483992,0.440440912,0.447478394,0.475002424,0.365669941,0.476704399,0.296801844,0.297475001,0.393225779,0.449026839,0.472870284,0.562773886,0.362768475,0.348957682,0.407495865,0.447413126,0.357438965,0.409721414,0.286010546,0.395956439,0.418440539,0.369458701,0.456887284,0.460887162,0.387932539,0.415100407,0.419952215,0.373460944,0.46571346,0.450056255,0.30210366,0.360494793,0.317759348,0.356715648,0.364601589,0.39910116,0.516575547,0.425983049,0.389872802,0.422201723,0.342645987,0.460484687,0.32987245,0.353639462,0.384055243,0.484712648,0.359491448,0.332471934,0.265439684,0.336191966,0.302760515,0.381610418,0.369917403,0.393853515,0.372360653,0.35791457,0.344951818,0.370152587,0.425864134,0.402188716,0.328995226,0.392856844,0.350450623,0.38974404,0.379752767,0.416967084,0.317242826,0.380458165,0.377016735,0.385997843,0.384180282,0.410206196,0.389411625,0.398721845,0.427392813,0.315109787
456_IL,0.221413743,0.236417088,0.358190694,0.187978199,0.411031094,0.246725286,0.301081541,0.246072067,0.261292605,0.351735053,0.388842968,0.302276575,0.328696175,0.406910698,0.288782761,0.407083429,0.356993111,0.214405217,0.395540896,0.408460779,0.374696462,0.215448205,0.255495995,0.259681442,0.258328179,0.345905807,0.355079593,0.332028257,0.273579959,0.275878155,0.3064244,0.298249122,0.229320457,0.274581154,0.312018744,0.270223128,0.330611083,0.249934998,0.356809337,0.356446092,0.338935698,0.364206583,0.428389202,0.291609334,0.325279872,0,0.395819499,0.41670792,0.35843241,0.385553503,0.3850177,0.304092099,0.292057954,0.296541828,0.29131728,0.24121984,0.199910697,0.412138138,0.402744127,0.381771646,0.354218087,0.267091262,0.499792601,0.485551519,0.281594091,0.381606242,0.328655881,0.336406577,0.321660911,0.251849919,0.375006585,0.314241077,0.303948447,0.255308044,0.356561209,0.433980503,0.309375312,0.297200036,0.275054529,0.300872753,0.520438222,0.40046793,0.332504846,0.368870909,0.379227023,0.23160112,0.341763069,0.318287846,0.426343567,0.474057992,0.315142682,0.335986332,0.296946954,0.413923417,0.299110646,0.324462352,0.384556681,0.242253746,0.372662393,0.27520676,0.459282589,0.377055039,0.359541201,0.335289908,0.329325202,0.315045979,0.385120565,0.338626982,0.264429804,0.229201203,0.403122586,0.269521651,0.29867893,0.293007801,0.578208058,0.343658386,0.291349679,0.32418019,0.372779359,0.382517843,0.347494045,0.268514056,0.355492161,0.410022383,0.280651314,0.235371539,0.309309264,0.239062847,0.231169395,0.262356259,0.294206489,0.295228363,0.357904702,0.233835292,0.27247759,0.310820531,0.396669813,0.354751585,0.314685847,0.248385645,0.301185783,0.301739987,0.295203417,0.332255458,0.328298726,0.306948962,0.341891063,0.298760295,0.343877725,0.384945977,0.247583247,0.280664473,0.397012098,0.274257495
459_IC,0.383432803,0.473419689,0.465004251,0.303768318,0.422517703,0.298646585,0.384809726,0.392022266,0.397132107,0.364401324,0.373345144,0.393491579,0.38099053,0.569874893,0.378126482,0.600432216,0.313026169,0.341897953,0.56196248,0.588006985,0.432243477,0.360464189,0.406986031,0.430550583,0.305740003,0.533906987,0.297823826,0.389311531,0.343186203,0.467698541,0.24101624,0.436413758,0.381688562,0.375605474,0.408188386,0.386724531,0.266735237,0.341680058,0.419967851,0.548283528,0.546251672,0.559744703,0.59524673,0.39033099,0.447668675,0.395819499,0,0.357012113,0.274951099,0.343989841,0.364264591,0.336872466,0.379617998,0.289117549,0.42188688,0.404090479,0.373333967,0.597046167,0.40420295,0.41223265,0.39123179,0.311059213,0.311320922,0.363681152,0.369956514,0.574605675,0.321283535,0.511936746,0.424588423,0.423185322,0.452547906,0.408128632,0.385350994,0.372586193,0.294407075,0.262571464,0.320369297,0.427347523,0.330237499,0.24055527,0.3536173,0.551133323,0.457344083,0.397412741,0.42538536,0.327115495,0.370319841,0.418862548,0.176912483,0.366163274,0.38087647,0.358004528,0.316185998,0.611462822,0.318636219,0.514332767,0.491727944,0.508782267,0.571910008,0.33416107,0.42068568,0.384998225,0.358370248,0.532733028,0.404081454,0.508691217,0.391067828,0.554649033,0.332986535,0.344461625,0.361638412,0.369862689,0.3460325,0.266574221,0.436787203,0.253637236,0.399198801,0.486888637,0.311582488,0.396914738,0.424964583,0.407172191,0.459056988,0.560013377,0.299254726,0.307096689,0.378546533,0.362594168,0.379620012,0.421766808,0.260692327,0.51692184,0.349787512,0.406121285,0.261403327,0.278722435,0.59135598,0.54924628,0.332789704,0.331885603,0.312897301,0.23487027,0.291771977,0.35854581,0.431473771,0.517543707,0.426726612,0.29047311,0.427527477,0.388363219,0.356207191,0.269245908,0.587809717,0.337511061
459_IL,0.388986355,0.473114687,0.472567574,0.359866558,0.337235655,0.315908681,0.407508824,0.333302077,0.441776943,0.431017784,0.339699857,0.348808757,0.331259288,0.588124425,0.420370528,0.599744854,0.396828613,0.332878937,0.5634563,0.605406389,0.329297565,0.397817791,0.419527079,0.466420026,0.345013932,0.554741679,0.376279459,0.496148663,0.39494469,0.477122708,0.41557424,0.470307288,0.388062797,0.369612749,0.456244698,0.423513564,0.249215197,0.373688591,0.443832606,0.576560219,0.547177117,0.572885113,0.570272231,0.405872948,0.397372035,0.41670792,0.357012113,0,0.28333151,0.406261793,0.203286306,0.391618723,0.401704085,0.294265569,0.45871814,0.439534821,0.383772128,0.602783942,0.404311237,0.424778559,0.278195735,0.305020219,0.347523567,0.203485336,0.349452811,0.575048247,0.2889293,0.520603559,0.417775334,0.403882069,0.438898026,0.360460852,0.364999575,0.368335159,0.322770782,0.357534077,0.351512586,0.45569847,0.347729287,0.357754737,0.321331061,0.556132842,0.372023124,0.398958437,0.359042075,0.367094904,0.402172492,0.443106127,0.332043451,0.455260796,0.415332221,0.394577564,0.323418275,0.574604087,0.399616437,0.53642383,0.445808398,0.526996377,0.577073845,0.35508375,0.400936613,0.307075458,0.347203888,0.511304802,0.454099584,0.487392335,0.352593788,0.578674565,0.31667862,0.367206575,0.258606739,0.392173023,0.326100276,0.286125162,0.329749067,0.152549954,0.390707964,0.490537659,0.154010676,0.428346935,0.389286719,0.416412538,0.51540654,0.550158884,0.30936684,0.347677586,0.387024087,0.407262826,0.419894193,0.464696401,0.267525634,0.531083995,0.321718347,0.437166395,0.319833738,0.259212171,0.567242671,0.558212029,0.241666653,0.3680032,0.316584315,0.301989033,0.316405312,0.425551654,0.336262756,0.508622448,0.379541497,0.336454342,0.442569932,0.389950482,0.360034134,0.38745558,0.595867998,0.381305683
