,403_IC,403_IL,405_IC,405_IL,407_IC,407_IL,408_IC,408_IL,411_IC,411_IL,412_IC,412_IL,414_IC,414_IL,420_IC,420_IL,425_IC,425_IL,427_IC,427_IL,428_IC,428_IL,431_IC,431_IL,432_IC,432_IL,433_IC,433_IL,437_IC,437_IL,438_IC,438_IL,439_IC,439_IL,444_IC,444_IL,449_IC,449_IL,450_IC,450_IL,451_IC,451_IL,452_IC,452_IL,456_IC,456_IL,459_IC,459_IL,461_IC,461_IL,463_IC,463_IL,464_IC,464_IL,465_IC,465_IL,466_IC,466_IL,471_IC,471_IL,472_IC,472_IL,475_IC,475_IL,476_IC,476_IL,478_IC,478_IL,481_IC,481_IL,482_IC,482_IL,484_IC,484_IL,485_IC,485_IL,489_IC,489_IL,495_IC,495_IL,500_IC,500_IL,505_IC,505_IL,509_IC,509_IL,510_IC,510_IL,515_IC,515_IL,517_IC,517_IL,518_IC,518_IL,519_IC,519_IL,521_IC,521_IL,522_IC,522_IL,524_IC,524_IL,528_IC,528_IL,532_IC,532_IL,534_IC,534_IL,535_IC,535_IL,536_IC,536_IL,538_IC,538_IL,541_IC,541_IL,542_IC,542_IL,547_IC,547_IL,548_IC,548_IL,549_IC,549_IL,553_IC,553_IL,555_IC,555_IL,562_IC,562_IL,564_IC,564_IL,568_IC,568_IL,571_IC,571_IL,572_IC,572_IL,573_IC,573_IL,577_IC,577_IL,578_IC,578_IL,579_IC,579_IL,580_IC,580_IL,584_IC,584_IL,590_IC,590_IL,592_IC,592_IL
547_IL,0.38172329,0.438606743,0.4301401,0.305283436,0.37857424,0.353095743,0.402091948,0.428409445,0.381928367,0.355185905,0.38687867,0.297677647,0.350093919,0.535021134,0.403929853,0.572821455,0.456282275,0.313401629,0.53005147,0.563046827,0.35926094,0.366356682,0.435923127,0.443251004,0.341678378,0.501608988,0.409293296,0.477230366,0.344301909,0.468379369,0.428745696,0.360591632,0.380806956,0.382231381,0.311363727,0.403761637,0.293912065,0.353688613,0.352382,0.521806166,0.52255976,0.529226124,0.548304643,0.385162123,0.460484687,0.382517843,0.396914738,0.428346935,0.407381003,0.475955399,0.416381404,0.328030281,0.404607086,0.379138143,0.448448898,0.300305544,0.326346915,0.554126574,0.333075468,0.314262101,0.328444184,0.300181923,0.534637025,0.477991407,0.360945183,0.538379869,0.371891229,0.482909243,0.32340136,0.405859271,0.34774958,0.40089089,0.439457765,0.392158387,0.400618456,0.481748816,0.323792386,0.334453989,0.411317198,0.400347857,0.55278882,0.588200109,0.372663079,0.47601319,0.449093179,0.326227544,0.263421754,0.293658376,0.421228005,0.303239183,0.348195558,0.329946138,0.337881529,0.506018307,0.412114653,0.501614254,0.42644681,0.465328829,0.53491534,0.38258602,0.368064073,0.282339069,0.323186071,0.488696012,0.487533806,0.511328962,0.310217842,0.508548579,0.392572064,0.370209407,0.356820593,0.357771772,0.353246332,0.296059994,0.594278337,0.37280357,0.321601752,0.447725452,0.331154262,0,0.315522877,0.402527175,0.454423578,0.543942789,0.314659278,0.297678703,0.424960235,0.372169164,0.411773228,0.390655581,0.29898884,0.489941612,0.287797417,0.396673846,0.263687657,0.320057611,0.537718541,0.503286817,0.361816617,0.346939658,0.332865467,0.274523694,0.295724236,0.322521759,0.400596486,0.463221145,0.399302759,0.345399592,0.358763742,0.326691292,0.343365993,0.357752484,0.567000204,0.395841989
548_IC,0.278724204,0.404763477,0.335443457,0.31014806,0.242456275,0.350492785,0.395662586,0.427658189,0.368389431,0.354493682,0.243231093,0.336919385,0.237584566,0.486383679,0.377176997,0.562625812,0.478975801,0.330207341,0.501284788,0.536987549,0.191200211,0.301908709,0.38526764,0.401607722,0.285319831,0.463445613,0.402764444,0.51151943,0.263943823,0.427452758,0.378252838,0.356033099,0.333498824,0.405950203,0.270010306,0.347953018,0.323031091,0.359220003,0.357779748,0.486112184,0.47326937,0.499590167,0.463535071,0.368620027,0.32987245,0.347494045,0.424964583,0.389286719,0.416539165,0.504489992,0.377470238,0.378449917,0.315350947,0.313060431,0.397710032,0.280974037,0.28841343,0.519961689,0.31328664,0.419339565,0.24978921,0.311866359,0.564660046,0.416354696,0.343318542,0.467598645,0.301202927,0.446988597,0.312732115,0.412330042,0.329216074,0.359285872,0.393104817,0.380875636,0.426061307,0.491463294,0.355910861,0.312374245,0.363467998,0.438105112,0.468468276,0.518010259,0.239707442,0.493242437,0.294431806,0.292252342,0.278169914,0.350638821,0.446528184,0.48516538,0.277026347,0.280635706,0.367587041,0.4234015,0.361388415,0.48285197,0.304399158,0.441920986,0.509542204,0.358911144,0.373604111,0.368592348,0.299177656,0.46987067,0.426212071,0.472537345,0.354554003,0.489673492,0.307062129,0.330934708,0.291334459,0.349585145,0.270259225,0.349833719,0.552290711,0.408631213,0.263437641,0.425843622,0.289801937,0.315522877,0,0.403614656,0.345695996,0.526755777,0.321408484,0.298384374,0.343660678,0.347198132,0.323911873,0.359000037,0.299042616,0.46656982,0.30010293,0.34723316,0.243977518,0.363331329,0.495520237,0.464981809,0.253459702,0.36711848,0.37075336,0.335814279,0.267470746,0.413574925,0.362629773,0.447376572,0.27318518,0.3341608,0.301838227,0.311572012,0.369331651,0.380914757,0.534823421,0.343097168
548_IL,0.304741924,0.274312038,0.366520479,0.247346766,0.401193587,0.290336259,0.274138913,0.351708006,0.307247239,0.32175031,0.38830436,0.31888038,0.337655129,0.438524378,0.315890888,0.437477713,0.357240167,0.287677536,0.383661575,0.421263481,0.376395075,0.319897292,0.290607642,0.318289672,0.316414512,0.382202092,0.335690957,0.328238111,0.296642254,0.35554626,0.334267317,0.355887227,0.294651001,0.296231048,0.350051718,0.340369467,0.338471466,0.287591299,0.34397996,0.413605965,0.391939659,0.418582499,0.471976041,0.324506538,0.353639462,0.268514056,0.407172191,0.416412538,0.365673306,0.434456584,0.394259725,0.320258565,0.345275092,0.338689216,0.326584874,0.289430509,0.267043816,0.432261661,0.388129367,0.395800995,0.381674909,0.287353918,0.465495192,0.503150316,0.274155152,0.37042489,0.334790016,0.363397582,0.346550694,0.258986867,0.340172587,0.354820328,0.30377666,0.295247145,0.398534137,0.462792673,0.303215905,0.335259755,0.328508176,0.342568712,0.533685985,0.489582035,0.341978094,0.385217026,0.343399514,0.295424029,0.390263163,0.387905983,0.442507242,0.522067714,0.324282677,0.317837559,0.298078158,0.40556591,0.30792771,0.383930102,0.402378754,0.323096466,0.404842175,0.253644662,0.427492752,0.429899676,0.379050537,0.375767068,0.380115454,0.306632497,0.402613664,0.409398332,0.295732608,0.279329011,0.365786352,0.326031816,0.311095962,0.286361953,0.555619174,0.359132801,0.293692503,0.307894046,0.365367262,0.402527175,0.403614656,0,0.417797307,0.385374713,0.283172914,0.269561409,0.281851409,0.279297622,0.253343801,0.281309932,0.294424236,0.344262404,0.328686252,0.304047331,0.301970642,0.329243746,0.406506858,0.403895356,0.309639929,0.262184582,0.288265333,0.34611645,0.332116344,0.346650701,0.334809423,0.292659749,0.369744578,0.264792453,0.348858201,0.329217103,0.317992344,0.333516381,0.448949267,0.282182259
549_IC,0.277428646,0.315223335,0.405310687,0.375901946,0.408559441,0.415093114,0.415284175,0.425576553,0.384372952,0.429966885,0.390689084,0.379352459,0.389175383,0.473684183,0.423162761,0.48975938,0.429242005,0.349074637,0.456838139,0.460241291,0.386275058,0.39915302,0.3824835,0.374601161,0.383273713,0.412154418,0.388884237,0.432075478,0.300669553,0.331522742,0.359988488,0.335136886,0.318040066,0.436720557,0.366152774,0.373271433,0.466638421,0.421310435,0.3801583,0.426810532,0.437810537,0.44362357,0.483146154,0.381365597,0.384055243,0.355492161,0.459056988,0.51540654,0.469405941,0.446991453,0.475997088,0.45003641,0.418741012,0.440580773,0.362664025,0.340657379,0.350259739,0.481779269,0.420243451,0.501493842,0.385352637,0.360614247,0.568752716,0.573388134,0.366838951,0.417890845,0.433060765,0.389892808,0.366283153,0.4097187,0.439950914,0.43325521,0.40084147,0.380907831,0.428776167,0.507622866,0.445216437,0.381826787,0.412271125,0.413224902,0.544232262,0.415710324,0.313049109,0.459215231,0.441739159,0.34911874,0.364221599,0.351023737,0.46808048,0.476746157,0.387370762,0.394876566,0.414254869,0.401128683,0.350588586,0.410022788,0.398899798,0.386682023,0.442557608,0.386034615,0.449894998,0.414510125,0.325838564,0.408893055,0.281864829,0.375791409,0.428032769,0.457926882,0.329306567,0.367527646,0.461104864,0.428597095,0.367561428,0.466557847,0.595434835,0.482700149,0.300347223,0.390099096,0.477380687,0.454423578,0.345695996,0.417797307,0,0.447947136,0.4190121,0.363592817,0.346023887,0.38270344,0.345697613,0.358725141,0.417462485,0.419270432,0.406058821,0.329652468,0.415687423,0.436486309,0.430892503,0.448470416,0.44749728,0.396830916,0.469834178,0.423369681,0.384615876,0.470960133,0.439015906,0.43096515,0.373283699,0.425682634,0.355896894,0.431614896,0.407926752,0.41702252,0.475819992,0.3919928
549_IL,0.404291663,0.360258202,0.524749651,0.426074653,0.511363747,0.477047758,0.450316315,0.426061536,0.409721572,0.539835331,0.549108209,0.488324409,0.475743981,0.292641649,0.45382514,0.252039135,0.513805257,0.436170136,0.295506824,0.317853073,0.560306218,0.426945169,0.419800761,0.352458191,0.475008767,0.293717547,0.480043651,0.436518321,0.491190028,0.321739342,0.497739612,0.475913297,0.39036463,0.439037925,0.483531009,0.359147869,0.526206046,0.427070907,0.484490338,0.294725256,0.32119746,0.30890328,0.369482849,0.386109064,0.484712648,0.410022383,0.560013377,0.550158884,0.495142397,0.405328693,0.54968165,0.468121068,0.475356632,0.487746884,0.452084286,0.46864812,0.421839405,0.28024138,0.568055305,0.501574569,0.537957713,0.45740671,0.610133664,0.597035211,0.445234403,0.298381913,0.515336813,0.268603201,0.429780128,0.372433104,0.520593968,0.339738256,0.463546764,0.44862844,0.488906647,0.566753134,0.50296117,0.480459024,0.494840673,0.522748518,0.625171295,0.356520901,0.466535114,0.454585248,0.542880815,0.427015741,0.532625488,0.484790256,0.573485209,0.644498743,0.48430085,0.518180479,0.45223791,0.327751655,0.470162433,0.309211472,0.487295319,0.336182285,0.330188154,0.460473344,0.562705424,0.502226095,0.551340769,0.299702653,0.442306333,0.299400285,0.546166265,0.308059351,0.475601738,0.39234399,0.568587521,0.460822289,0.497238092,0.505512368,0.663575163,0.506143835,0.474459162,0.299876293,0.547892253,0.543942789,0.526755777,0.385374713,0.447947136,0,0.485359849,0.401003515,0.430348175,0.424631709,0.429910585,0.34916648,0.493618564,0.287216969,0.528597255,0.337342186,0.487334757,0.483524037,0.284549097,0.286640252,0.510450817,0.439910002,0.502433907,0.508706007,0.517800163,0.492070447,0.476511264,0.316089088,0.42276961,0.470618966,0.495595138,0.543558234,0.433443081,0.4870724,0.266476494,0.406577638
553_IC,0.276428788,0.346221967,0.369176209,0.16467942,0.339576406,0.239026427,0.250530662,0.280163988,0.306293041,0.307658762,0.291403019,0.182359542,0.288475371,0.45523365,0.267540362,0.508942822,0.279701896,0.190490235,0.459027391,0.490930123,0.310830228,0.262701709,0.321215802,0.322637361,0.18755094,0.41498262,0.289806803,0.390381918,0.261464217,0.376616926,0.236902838,0.3314253,0.251890562,0.218424193,0.310163498,0.326373023,0.128164101,0.22145094,0.340131821,0.439637028,0.445832219,0.449170256,0.490671462,0.304350138,0.359491448,0.280651314,0.299254726,0.30936684,0.34552897,0.371974405,0.308079001,0.284327596,0.247230972,0.164944677,0.320966747,0.287008786,0.25173606,0.48862965,0.264097034,0.34031568,0.317486772,0.23590173,0.370755315,0.369556867,0.237398561,0.44788379,0.250285697,0.403768203,0.33508072,0.318075445,0.370430248,0.348879229,0.334077146,0.293445153,0.27647233,0.391431154,0.20537421,0.291619629,0.265089386,0.293653636,0.437376536,0.508092942,0.298110837,0.33288284,0.297361269,0.213958745,0.28874933,0.370551521,0.292881204,0.429426678,0.261920633,0.263641126,0.21627729,0.501062498,0.315209174,0.435881321,0.373548945,0.373186037,0.458481859,0.23736696,0.346690002,0.343225769,0.267245343,0.420443788,0.375913844,0.423889767,0.297103873,0.444150533,0.217385882,0.163573213,0.252734389,0.256745222,0.186312864,0.135605837,0.479685391,0.216274589,0.26346529,0.357000295,0.201553103,0.314659278,0.321408484,0.283172914,0.4190121,0.485359849,0,0.227222721,0.259023064,0.262299007,0.250150863,0.295002793,0.128511367,0.410172039,0.227781389,0.321105052,0.207790006,0.180406166,0.476635931,0.449658947,0.166960987,0.214765098,0.192299681,0.191773133,0.217544361,0.296476522,0.25047786,0.403162986,0.336490212,0.17862401,0.308037354,0.246876934,0.236205806,0.221177823,0.493670149,0.217183519
553_IL,0.227308357,0.301195818,0.377217514,0.185107869,0.314615459,0.215227494,0.304960023,0.297465652,0.281462522,0.295978645,0.340057099,0.299951151,0.246201797,0.445442699,0.291252141,0.452776909,0.352719959,0.216966775,0.419733996,0.44997703,0.313813855,0.23793155,0.282263848,0.337107207,0.218878446,0.378853707,0.290081951,0.360061309,0.239487323,0.313243946,0.313224897,0.273832111,0.224547107,0.263725611,0.305863056,0.252817894,0.244069046,0.218969696,0.306190151,0.401942129,0.384369672,0.402302588,0.445114092,0.219022182,0.332471934,0.235371539,0.307096689,0.347677586,0.288157181,0.366526341,0.326894768,0.224961055,0.316530997,0.279717135,0.346811852,0.262463217,0.188072186,0.427916064,0.343044815,0.345752338,0.292557656,0.192131241,0.458309043,0.402690947,0.239345286,0.413393932,0.312732364,0.352024036,0.262712649,0.259789903,0.308661077,0.285099878,0.296571547,0.258773655,0.284748261,0.381880485,0.279090355,0.305279328,0.259017539,0.287290694,0.460196885,0.469706384,0.306352453,0.374177425,0.335324885,0.188634308,0.296803308,0.287730717,0.351971133,0.451787755,0.342806502,0.292548917,0.226238026,0.432322434,0.266915826,0.357989888,0.390747732,0.330379121,0.406685507,0.197805266,0.40078734,0.310259309,0.322773878,0.340989874,0.308867169,0.350138318,0.294547013,0.403751726,0.234480392,0.209401425,0.309007474,0.205928826,0.2682828,0.234067118,0.525389465,0.268952239,0.233755511,0.34436525,0.281442732,0.297678703,0.298384374,0.269561409,0.363592817,0.401003515,0.227222721,0,0.280100945,0.198703976,0.259638813,0.251256004,0.192186412,0.326195461,0.257831772,0.234322988,0.177206426,0.250517156,0.432100946,0.382480321,0.264138625,0.253415413,0.268895751,0.222980077,0.242691262,0.31862414,0.293194066,0.336709194,0.287900496,0.190594307,0.328332688,0.305683468,0.226402481,0.264888599,0.445220733,0.278584807
555_IC,0.205539673,0.3113206,0.349278351,0.272581695,0.35020126,0.25659001,0.254406849,0.285082509,0.330537522,0.369935359,0.34838363,0.306121894,0.308065146,0.399848287,0.196767177,0.442239772,0.368453224,0.322212108,0.376754915,0.410051219,0.314783489,0.293042259,0.301785475,0.336575387,0.3055463,0.375005334,0.303881479,0.431710573,0.248545868,0.33383665,0.286450334,0.302609175,0.220542678,0.306706111,0.302882781,0.306268383,0.314322234,0.31675955,0.411809631,0.377524693,0.342662477,0.371617127,0.403126764,0.288848162,0.265439684,0.309309264,0.378546533,0.387024087,0.372712441,0.440582925,0.376984068,0.363950803,0.284395961,0.303065013,0.282512998,0.300748498,0.261037252,0.402305062,0.34699195,0.441893489,0.337627368,0.273029103,0.495742188,0.48041184,0.264446332,0.339832374,0.322990542,0.360148727,0.292460741,0.303332964,0.334837746,0.34458889,0.237134425,0.249443568,0.405507885,0.461441558,0.265442203,0.309350064,0.335434159,0.346770406,0.490714132,0.491964528,0.32598272,0.39679822,0.319142234,0.253461793,0.355952403,0.402018389,0.404008903,0.524240147,0.298470331,0.294672195,0.319181094,0.429769692,0.337870309,0.378223659,0.308413713,0.334482543,0.367230772,0.245696565,0.45853599,0.433372732,0.351836536,0.368602084,0.3519639,0.390277343,0.365373862,0.419684204,0.21584906,0.279838199,0.356537275,0.357299663,0.246526804,0.276904612,0.567041818,0.352293927,0.272565628,0.341525458,0.325491339,0.424960235,0.343660678,0.281851409,0.346023887,0.430348175,0.259023064,0.280100945,0,0.282095848,0.261249457,0.291981477,0.281722708,0.360101894,0.327123257,0.292494416,0.296866488,0.281516838,0.412876674,0.370579418,0.29053868,0.269116485,0.306811746,0.352340814,0.313471701,0.40338771,0.27159996,0.339010974,0.368398903,0.285195575,0.249166132,0.339431659,0.344751101,0.315654267,0.399703691,0.22792037
555_IL,0.283158786,0.286814154,0.336857299,0.204537698,0.358367251,0.241824921,0.326161724,0.351769693,0.324621312,0.331771332,0.354058372,0.30281858,0.326534715,0.440904464,0.318526659,0.443851691,0.413413582,0.224614622,0.432946474,0.442724157,0.359675966,0.293810953,0.323096,0.364306346,0.256919577,0.387971436,0.327912729,0.368499724,0.278368223,0.312131191,0.313505491,0.28104746,0.207414257,0.31814947,0.325752738,0.315824785,0.303146462,0.268455641,0.374047544,0.378612576,0.420654123,0.423337769,0.453669878,0.254864987,0.336191966,0.239062847,0.362594168,0.407262826,0.323567417,0.415369142,0.39255249,0.302902708,0.302496394,0.313085764,0.339698748,0.291093191,0.266976105,0.435741396,0.394617258,0.397403983,0.375648834,0.214989039,0.493926211,0.460777403,0.266307695,0.417026734,0.339304254,0.360975821,0.252795891,0.275835933,0.348657376,0.315138921,0.32159936,0.247389306,0.368561071,0.430818696,0.305995968,0.281062373,0.283404033,0.274717957,0.515211673,0.470098058,0.36764125,0.395708814,0.362592003,0.176187311,0.3653172,0.365409367,0.398615883,0.4467323,0.330389146,0.31732388,0.270541546,0.462062092,0.340844471,0.3710671,0.404853933,0.316031092,0.415670694,0.212174245,0.418183275,0.38894021,0.332627333,0.367780063,0.323247988,0.35688693,0.38768115,0.374793697,0.273261741,0.245328649,0.381213122,0.279047143,0.254788834,0.263619505,0.571282591,0.331283598,0.259100876,0.388176296,0.345984564,0.372169164,0.347198132,0.279297622,0.38270344,0.424631709,0.262299007,0.198703976,0.282095848,0,0.270745875,0.257405743,0.254390346,0.381415226,0.33098804,0.255736581,0.268893514,0.317028406,0.411013714,0.401181134,0.321571758,0.211168002,0.329019972,0.261767959,0.295514652,0.340792178,0.302967407,0.367933554,0.350173193,0.258588544,0.367693337,0.285310788,0.281280911,0.274943503,0.445859129,0.25895829
562_IC,0.247447574,0.205222078,0.311979112,0.261316159,0.360922681,0.26872832,0.224805479,0.269300132,0.245638032,0.320963296,0.375529876,0.301895479,0.311337552,0.42063614,0.273073747,0.450713961,0.318583853,0.247348771,0.389074007,0.401534365,0.356800634,0.275055716,0.273981441,0.310929737,0.274767176,0.347779978,0.248955771,0.390421462,0.252831187,0.294484546,0.291864617,0.301112757,0.276856382,0.292424072,0.324770106,0.298625559,0.310166138,0.300275059,0.342672192,0.364534294,0.368262843,0.400764692,0.450425621,0.26327474,0.302760515,0.231169395,0.379620012,0.419894193,0.387654576,0.398298412,0.401561316,0.32888222,0.254966832,0.264253814,0.210674674,0.302484677,0.20782822,0.418748969,0.315050012,0.431203615,0.351343108,0.26421781,0.454439938,0.481220406,0.279703861,0.347420164,0.33600564,0.371417222,0.32146453,0.291854743,0.341666099,0.319439334,0.229656098,0.26215894,0.381998761,0.460539755,0.288539826,0.284673632,0.352117327,0.334865001,0.520358957,0.46600013,0.312545714,0.396966552,0.302353963,0.224056519,0.345455003,0.360991728,0.418968644,0.497632135,0.250453434,0.265907415,0.27075264,0.432888343,0.296937969,0.341420217,0.371677518,0.320036832,0.39883614,0.244070404,0.409865956,0.429748492,0.33436599,0.352374517,0.320593146,0.292061011,0.384417819,0.404819316,0.213985871,0.235537064,0.314870474,0.297128709,0.239186298,0.268065344,0.52659149,0.341086663,0.279059049,0.340526051,0.36133634,0.411773228,0.323911873,0.253343801,0.345697613,0.429910585,0.250150863,0.259638813,0.261249457,0.270745875,0,0.233647529,0.272983937,0.336854646,0.285940216,0.237411503,0.286338901,0.303318937,0.367607345,0.369034963,0.280977326,0.238702285,0.243556954,0.310251828,0.296803426,0.27641462,0.311664677,0.353861397,0.355858493,0.27539529,0.333051292,0.29651765,0.299411157,0.242226152,0.432507614,0.269611391
562_IL,0.284180186,0.251974189,0.428298007,0.235501175,0.435615449,0.319086388,0.274581212,0.332713956,0.275691409,0.386577024,0.416818141,0.373610133,0.315338721,0.335639987,0.283947926,0.366993602,0.386674608,0.245051605,0.338485763,0.367324875,0.416731821,0.276387243,0.306300677,0.248292503,0.274521706,0.239474791,0.306380013,0.355231183,0.351115173,0.269942311,0.370972023,0.315814531,0.27579299,0.348811018,0.308309663,0.231914954,0.350062557,0.265389011,0.347361636,0.311924142,0.296578947,0.30990089,0.358037119,0.257776463,0.381610418,0.262356259,0.421766808,0.464696401,0.394927357,0.380929287,0.429543965,0.33066627,0.327874683,0.336651856,0.30592671,0.309503802,0.245980652,0.342150044,0.425394239,0.442000769,0.408572959,0.262422828,0.52651863,0.506701211,0.348461941,0.313122353,0.382153346,0.292773038,0.343391238,0.332602558,0.398735215,0.354521109,0.372126652,0.291917233,0.409920254,0.476610138,0.351394717,0.329817295,0.343821157,0.360789575,0.546077393,0.410300931,0.345098836,0.403090256,0.40402014,0.204658529,0.381875849,0.352344721,0.45800741,0.50813457,0.358631016,0.328088387,0.279586318,0.337455919,0.294044566,0.309003075,0.388922384,0.283552364,0.3144639,0.269394635,0.4615982,0.403023698,0.371774779,0.224429702,0.294939632,0.314013612,0.434154702,0.310678944,0.300453093,0.27949461,0.426927018,0.312848632,0.272056667,0.320135367,0.598978474,0.396440209,0.288565523,0.276782498,0.398308551,0.390655581,0.359000037,0.281309932,0.358725141,0.34916648,0.295002793,0.251256004,0.291981477,0.257405743,0.233647529,0,0.315603716,0.243091276,0.39262774,0.195828098,0.312823838,0.320689129,0.32490135,0.286602688,0.33958192,0.236462885,0.32385157,0.30871345,0.361631781,0.323184058,0.356728116,0.253045717,0.28332551,0.277261719,0.313983362,0.397388872,0.268206637,0.288922056,0.363433176,0.232475943
564_IC,0.281712422,0.364274504,0.352120634,0.217736015,0.31239491,0.20618928,0.273331525,0.285478994,0.306345187,0.265554311,0.296559134,0.246283509,0.264330133,0.490243195,0.305305534,0.533680385,0.299861826,0.217217547,0.481138478,0.512891741,0.318047102,0.278032823,0.356484922,0.341690777,0.179696948,0.445779359,0.255524593,0.382366959,0.25079847,0.401239284,0.260564913,0.348800669,0.250792369,0.237415602,0.297862548,0.282872247,0.092529721,0.254663931,0.303296297,0.454742883,0.472787874,0.479716584,0.512930783,0.30039631,0.369917403,0.294206489,0.260692327,0.267525634,0.304865536,0.359040243,0.24110622,0.27261359,0.278592953,0.16213566,0.343460672,0.306877052,0.255331972,0.502276503,0.275327353,0.32157226,0.294906306,0.214800923,0.357116873,0.2944081,0.206942118,0.470867509,0.278001516,0.409454093,0.315269286,0.30257515,0.332079282,0.299689458,0.293561075,0.245498671,0.273417956,0.317944531,0.229639767,0.317699435,0.254564234,0.275618383,0.401574655,0.532787571,0.295284819,0.344201908,0.302960004,0.214384486,0.248238385,0.320848452,0.211519847,0.401034748,0.295361855,0.271838797,0.210509555,0.52125745,0.260387759,0.433666231,0.403090383,0.403905648,0.496568638,0.226905954,0.30686817,0.31173982,0.21795475,0.452597161,0.34329623,0.432442346,0.226175224,0.467195421,0.227881343,0.232062347,0.21555668,0.274089219,0.162538368,0.158227655,0.437849398,0.178906512,0.279790705,0.388652054,0.155809951,0.29898884,0.299042616,0.294424236,0.417462485,0.493618564,0.128511367,0.192186412,0.281722708,0.254390346,0.272983937,0.315603716,0,0.426519011,0.1893631,0.301870269,0.163233387,0.165957365,0.50673485,0.449275194,0.211788647,0.248098735,0.187711137,0.153921803,0.197208667,0.301200788,0.284795771,0.420098451,0.314927025,0.146343882,0.290835279,0.229779978,0.232774611,0.217287756,0.520130371,0.250777925
564_IL,0.339705938,0.282736805,0.478307129,0.344527213,0.509644776,0.420663563,0.374852162,0.339683577,0.320663051,0.466762719,0.504123284,0.454111887,0.418814979,0.267550136,0.374329251,0.234426697,0.464161604,0.355323452,0.242739267,0.253724259,0.494801528,0.364826321,0.320540048,0.264007679,0.384848358,0.20270364,0.447303869,0.422160598,0.42505483,0.318780206,0.450450013,0.35813279,0.350850474,0.326168726,0.41699749,0.302073556,0.46207886,0.355173807,0.43741776,0.194236291,0.124752205,0.147246837,0.319499301,0.301375559,0.393853515,0.295228363,0.51692184,0.531083995,0.466517981,0.43106475,0.485910259,0.415340797,0.388243818,0.419708067,0.338799957,0.382329013,0.312495446,0.203303971,0.468893876,0.458433714,0.480767264,0.389412657,0.597978305,0.582824014,0.383332814,0.231358383,0.471656913,0.27755655,0.412548909,0.358597707,0.435230303,0.37907034,0.409252246,0.397332711,0.480743472,0.546071938,0.452119083,0.439218941,0.438249065,0.45547738,0.57971415,0.348224338,0.411692994,0.430281202,0.473091523,0.348887271,0.467953918,0.4136445,0.541607565,0.60006371,0.445114223,0.438405094,0.410623823,0.243906179,0.406683709,0.197715406,0.386071035,0.231791378,0.197904823,0.352357688,0.515448106,0.488667534,0.493427949,0.184647708,0.348422063,0.288477175,0.499458189,0.218838826,0.391463789,0.334408486,0.520062971,0.38484633,0.416698317,0.425024412,0.661001593,0.474060959,0.393371411,0.247179074,0.496414526,0.489941612,0.46656982,0.344262404,0.419270432,0.287216969,0.410172039,0.326195461,0.360101894,0.381415226,0.336854646,0.243091276,0.426519011,0,0.477786301,0.256794797,0.419797006,0.419366113,0.243776924,0.161134927,0.439887962,0.370926839,0.437709467,0.439927709,0.442440065,0.425184035,0.406937833,0.227936594,0.379681016,0.382408817,0.438567572,0.491906785,0.376574151,0.424602843,0.2157676,0.349003127
568_IC,0.336732737,0.380815871,0.273705739,0.304700296,0.267834124,0.254703392,0.321456932,0.348780307,0.340843039,0.234241702,0.29506351,0.219595391,0.363099314,0.54468598,0.355316314,0.574419976,0.347609112,0.281589212,0.494613531,0.533920867,0.268309761,0.340471478,0.367659461,0.441514066,0.283155563,0.508103217,0.25314401,0.469168034,0.213769572,0.453981437,0.357518109,0.348027659,0.33790594,0.323521962,0.31917287,0.377540492,0.203227246,0.317463538,0.277337072,0.526480996,0.506866113,0.527888999,0.579295326,0.360265765,0.372360653,0.357904702,0.349787512,0.321718347,0.386519838,0.407419215,0.354500831,0.315215158,0.374232414,0.27981154,0.383301513,0.311105335,0.322535517,0.552229682,0.207810496,0.335560165,0.2090312,0.251486393,0.387184823,0.420859937,0.284181117,0.493309872,0.364603318,0.460547548,0.283821309,0.379239461,0.2398118,0.344401319,0.306453799,0.335548754,0.34453705,0.433022558,0.307704126,0.321470188,0.355999973,0.351161074,0.497313637,0.587554761,0.292907813,0.431778591,0.339594977,0.307423598,0.281408237,0.319994003,0.329005061,0.372630935,0.239374364,0.214360878,0.299601444,0.507198655,0.298592244,0.484646061,0.379726817,0.467229586,0.533521638,0.301434682,0.237677652,0.291781547,0.253311256,0.493502857,0.422883572,0.447103834,0.186620612,0.537890153,0.277667982,0.295115557,0.23398706,0.294923507,0.284360969,0.241346313,0.478334509,0.256442266,0.243984388,0.441078469,0.246680232,0.287797417,0.30010293,0.328686252,0.406058821,0.528597255,0.227781389,0.257831772,0.327123257,0.33098804,0.285940216,0.39262774,0.1893631,0.477786301,0,0.37903177,0.259145784,0.252615173,0.516671031,0.503942203,0.313416699,0.334692955,0.183583049,0.257784744,0.135745165,0.32274419,0.340160346,0.469773289,0.401489182,0.269545249,0.288379216,0.151962198,0.321848344,0.327188644,0.555311228,0.323945665
